1,-3.188396,55.944425,350,-3.188100557674096,55.9443729055467,null
2,-3.188100557674096,55.9443729055467,350,-3.1878051153481923,55.9443208110934,thank.salsa.brain
3,-3.1878051153481923,55.9443208110934,110,-3.18790772139119,55.944602718879636,null
4,-3.18790772139119,55.944602718879636,110,-3.1880103274341876,55.944884626665875,agents.mile.crib
5,-3.1880103274341876,55.944884626665875,150,-3.188270135055323,55.94503462666587,null
6,-3.188270135055323,55.94503462666587,140,-3.188499948388259,55.94522746294878,null
7,-3.188499948388259,55.94522746294878,150,-3.1887597560093943,55.94537746294878,shady.soft.phones
8,-3.1887597560093943,55.94537746294878,70,-3.1886571499663967,55.945659370735015,null
9,-3.1886571499663967,55.945659370735015,80,-3.1886050555130967,55.94595481306092,boost.radar.stress
10,-3.1886050555130967,55.94595481306092,180,-3.188905055513097,55.94595481306092,null
11,-3.188905055513097,55.94595481306092,180,-3.189205055513097,55.94595481306092,coherent.saints.stuck
12,-3.189205055513097,55.94595481306092,270,-3.189205055513097,55.94565481306092,null
13,-3.189205055513097,55.94565481306092,270,-3.189205055513097,55.945354813060916,null
14,-3.189205055513097,55.945354813060916,270,-3.189205055513097,55.94505481306091,null
15,-3.189205055513097,55.94505481306091,270,-3.189205055513097,55.94475481306091,null
16,-3.189205055513097,55.94475481306091,280,-3.189152961059797,55.944459370735004,null
17,-3.189152961059797,55.944459370735004,270,-3.189152961059797,55.944159370735,spoon.invest.every
18,-3.189152961059797,55.944159370735,310,-3.1889601247768913,55.943929557402065,noted.friday.jams
19,-3.1889601247768913,55.943929557402065,170,-3.189255567102795,55.94398165185537,null
20,-3.189255567102795,55.94398165185537,170,-3.189551009428699,55.94403374630867,null
21,-3.189551009428699,55.94403374630867,170,-3.189846451754603,55.94408584076197,cliff.asleep.wedge
22,-3.189846451754603,55.94408584076197,270,-3.189846451754603,55.94378584076197,null
23,-3.189846451754603,55.94378584076197,270,-3.189846451754603,55.943485840761966,null
24,-3.189846451754603,55.943485840761966,260,-3.189898546207903,55.94319039843606,null
25,-3.189898546207903,55.94319039843606,270,-3.189898546207903,55.942890398436056,second.launch.miles
26,-3.189898546207903,55.942890398436056,300,-3.1897485462079027,55.94263059081492,hooked.shine.third
27,-3.1897485462079027,55.94263059081492,180,-3.190048546207903,55.94263059081492,null
28,-3.190048546207903,55.94263059081492,30,-3.1897887385867674,55.94278059081492,null
29,-3.1897887385867674,55.94278059081492,20,-3.1895068308005317,55.94288319685792,null
30,-3.1895068308005317,55.94288319685792,30,-3.189247023179396,55.94303319685792,region.passes.pencil
31,-3.189247023179396,55.94303319685792,10,-3.1889515808534923,55.94308529131122,null
