1,-3.188396,55.944425,30,-3.1881361923788645,55.944575,null
2,-3.1881361923788645,55.944575,30,-3.187876384757729,55.944725,hurt.green.filer
3,-3.187876384757729,55.944725,290,-3.1877737787147313,55.94444309221376,null
4,-3.1877737787147313,55.94444309221376,290,-3.1876711726717337,55.94416118442752,bound.ends.matter
5,-3.1876711726717337,55.94416118442752,300,-3.1875211726717336,55.94390137680639,begins.spider.drips
6,-3.1875211726717336,55.94390137680639,300,-3.1873711726717335,55.94364156918525,shut.stands.media
7,-3.1873711726717335,55.94364156918525,40,-3.187141359338798,55.94383440546816,renew.ears.tend
8,-3.187141359338798,55.94383440546816,20,-3.186859451552562,55.94393701151116,null
9,-3.186859451552562,55.94393701151116,20,-3.1865775437663264,55.94403961755416,lime.learns.front
10,-3.1865775437663264,55.94403961755416,180,-3.1868775437663266,55.94403961755416,null
11,-3.1868775437663266,55.94403961755416,10,-3.1865821014404228,55.94409171200746,null
12,-3.1865821014404228,55.94409171200746,200,-3.1868640092266585,55.94398910596446,null
13,-3.1868640092266585,55.94398910596446,140,-3.187093822559594,55.94418194224737,null
14,-3.187093822559594,55.94418194224737,110,-3.187196428602592,55.94446385003361,null
15,-3.187196428602592,55.94446385003361,280,-3.1871443341492918,55.9441684077077,null
16,-3.1871443341492918,55.9441684077077,110,-3.1872469401922894,55.94445031549394,null
17,-3.1872469401922894,55.94445031549394,30,-3.186987132571154,55.944600315493936,null
18,-3.186987132571154,55.944600315493936,0,-3.1866871325711537,55.944600315493936,artist.gets.react
19,-3.1866871325711537,55.944600315493936,60,-3.1865371325711536,55.94486012311507,laws.merit.bleak
20,-3.1865371325711536,55.94486012311507,120,-3.1866871325711537,55.945119930736205,dragon.bottle.crisp
21,-3.1866871325711537,55.945119930736205,130,-3.1868799688540594,55.94534974406914,spent.spoon.bolt
22,-3.1868799688540594,55.94534974406914,30,-3.186620161232924,55.94549974406914,null
23,-3.186620161232924,55.94549974406914,30,-3.1863603536117884,55.94564974406914,null
24,-3.1863603536117884,55.94564974406914,30,-3.186100545990653,55.945799744069134,null
25,-3.186100545990653,55.945799744069134,40,-3.185870732657717,55.94599258035204,renew.slows.basket
26,-3.185870732657717,55.94599258035204,320,-3.1856409193247814,55.945799744069134,shed.desire.muddy
27,-3.1856409193247814,55.945799744069134,340,-3.1853590115385457,55.945697138026134,null
28,-3.1853590115385457,55.945697138026134,330,-3.18509920391741,55.945547138026136,null
29,-3.18509920391741,55.945547138026136,340,-3.1848172961311745,55.945444531983135,null
30,-3.1848172961311745,55.945444531983135,330,-3.184557488510039,55.94529453198314,settle.title.united
